map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	1	K01652
map00220	Amino acid metabolism	Arginine biosynthesis	1	K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	11	K00472,K00797,K01259
map00340	Amino acid metabolism	Histidine metabolism	1	K01458
map00350	Amino acid metabolism	Tyrosine metabolism	1	K00422
map00360	Amino acid metabolism	Phenylalanine metabolism	4	K00285,K01666,K02612,K04073
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	3	K00014
map00410	Metabolism of other amino acids	beta-Alanine metabolism	1	K00797
map00450	Metabolism of other amino acids	Selenocompound metabolism	1	K01874
map00480	Metabolism of other amino acids	Glutathione metabolism	2	K00797,K01270
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	3	K00737
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	17	K00979,K02843,K02844,K02849,K03272,K03273,K03274,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	1	K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	1	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	1	K03148
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	1	K09474
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	15	K03462,K13522
map00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	3	K00859,K01598,K01652
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	1	K00059
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	23	K00287,K01495,K01737,K03639,K06879,K06920,K08310,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	7	K00287,K00602
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	28	K01885,K04034,K09882,K09883,K21480,K22227
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	2	K03183
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	9	K00973,K01710,K01790,K23144
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	3	K01710
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	1	K00422
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	10	K00973,K01710,K01790,K01858,K23144
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	7	K00973,K01710,K23144
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	1	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	2	K02078
map00362	Xenobiotics biodegradation and metabolism	Benzoate degradation	2	K01666,K04073
map00622	Xenobiotics biodegradation and metabolism	Xylene degradation	2	K01666,K04073
map00621	Xenobiotics biodegradation and metabolism	Dioxin degradation	2	K01666,K04073
map00984	Xenobiotics biodegradation and metabolism	Steroid degradation	1	K01822
map00983	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	1	K01951
map04122	"Folding, sorting and degradation"	Sulfur relay system	5	K03148,K03639,K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	2	K00001,K15634
map00030	Carbohydrate metabolism	Pentose phosphate pathway	2	K01808
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	12	K00008,K00012,K19551
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	29	K00008,K01218,K01628,K01711,K01808,K02377,K16011,K19355
map00052	Carbohydrate metabolism	Galactose metabolism	13	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	7	K00012
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	53	K00012,K01233,K01654,K01711,K01784,K01791,K01854,K02377,K02473,K08678,K08679,K12448,K12450,K12452,K13010,K16011
map00620	Carbohydrate metabolism	Pyruvate metabolism	2	K01006,K04073
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	5	K00600,K01637,K01915,K02437,K07246
map00640	Carbohydrate metabolism	Propanoate metabolism	1	K11381
map00650	Carbohydrate metabolism	Butanoate metabolism	3	K01652,K04073,K07246
map00660	Carbohydrate metabolism	C5-Branched dibasic acid metabolism	1	K01652
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	3	K01006,K01808
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	1	K01006
map00680	Energy metabolism	Methane metabolism	3	K00058,K00600,K15634
map00910	Energy metabolism	Nitrogen metabolism	2	K00265,K01915
map00920	Energy metabolism	Sulfur metabolism	11	K00390,K00640,K00860,K01738,K04091
map00061	Lipid metabolism	Fatty acid biosynthesis	1	K00059
map00071	Lipid metabolism	Fatty acid degradation	1	K00001
map00100	Lipid metabolism	Steroid biosynthesis	1	K14424
map00140	Lipid metabolism	Steroid hormone biosynthesis	1	K01822
map00561	Lipid metabolism	Glycerolipid metabolism	3	K01046,K13677,K19002
map00590	Lipid metabolism	Arachidonic acid metabolism	1	K00432
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	2	K00507
map00230	Nucleotide metabolism	Purine metabolism	9	K00860,K01756,K01939
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	17	K00265,K00812,K01756,K01915,K01939,K01953
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	5	K00058,K00600,K00613,K02437,K15634
map00270	Amino acid metabolism	Cysteine and methionine metabolism	39	K00058,K00558,K00640,K00789,K00812,K01243,K01738,K17398
map00280	Amino acid metabolism	"Valine, leucine and isoleucine degradation"	1	K11381
map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	1	K01652
map00220	Amino acid metabolism	Arginine biosynthesis	2	K00812,K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	12	K00472,K00613,K00657,K00812
map00350	Amino acid metabolism	Tyrosine metabolism	3	K00001,K00422,K00812
map00360	Amino acid metabolism	Phenylalanine metabolism	6	K00285,K00812,K01666,K02612,K04073
map00380	Amino acid metabolism	Tryptophan metabolism	1	K03392
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	4	K00014,K00812
map00440	Metabolism of other amino acids	Phosphonate and phosphinate metabolism	1	K06167
map00450	Metabolism of other amino acids	Selenocompound metabolism	1	K01874
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	1	K00600
map00480	Metabolism of other amino acids	Glutathione metabolism	2	K00432,K01270
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	4	K00737
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01136
map00601	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - lacto and neolacto series	1	K00709
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	18	K00979,K02843,K02849,K03269,K03272,K03274,K03275,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	1	K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	1	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	1	K03148
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	1	K09474
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	17	K01916,K03462,K06211,K13522
map00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	2	K00954,K01652
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	2	K00059,K02169
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	33	K00287,K01495,K01737,K03639,K06920,K08310,K10026,K19645
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	11	K00287,K00600,K19645
map00830	Metabolism of cofactors and vitamins	Retinol metabolism	1	K00001
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	22	K01885,K04034,K09882,K22227
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	4	K00568,K03183
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	12	K00973,K01710,K01790,K23144
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	3	K01710
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	2	K00422,K00812
map00960	Biosynthesis of other secondary metabolites	"Tropane, piperidine and pyridine alkaloid biosynthesis"	1	K00812
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	12	K00973,K01710,K01790,K23144
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	10	K00973,K01710,K23144
map00401	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	1	K00812
map00404	Biosynthesis of other secondary metabolites	Staurosporine biosynthesis	1	K14266
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	3	K02078
map00362	Xenobiotics biodegradation and metabolism	Benzoate degradation	2	K01666,K04073
map00625	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1	K00001
map00622	Xenobiotics biodegradation and metabolism	Xylene degradation	2	K01666,K04073
map00621	Xenobiotics biodegradation and metabolism	Dioxin degradation	2	K01666,K04073
map00626	Xenobiotics biodegradation and metabolism	Naphthalene degradation	1	K00001
map00984	Xenobiotics biodegradation and metabolism	Steroid degradation	1	K01822
map00980	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	1	K00001
map00982	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	1	K00001
map04122	"Folding, sorting and degradation"	Sulfur relay system	10	K03148,K03639,K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	2	K13953,K15634
map00030	Carbohydrate metabolism	Pentose phosphate pathway	2	K00852,K01808
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	6	K00008,K00012
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	25	K00008,K00966,K01218,K01628,K01711,K01808,K02377,K16011
map00052	Carbohydrate metabolism	Galactose metabolism	12	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	5	K00012
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	47	K00012,K00820,K00966,K01233,K01711,K01784,K01854,K02377,K08678,K08679,K12450,K12452,K13010,K16011
map00620	Carbohydrate metabolism	Pyruvate metabolism	2	K01006,K11263
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	3	K00600,K02437,K11263
map00640	Carbohydrate metabolism	Propanoate metabolism	1	K11263
map00562	Carbohydrate metabolism	Inositol phosphate metabolism	1	K01858
map00196	Energy metabolism	Photosynthesis - antenna proteins	1	K02284
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	2	K01006,K01808
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	1	K01006
map00680	Energy metabolism	Methane metabolism	4	K00058,K00600,K15634
map00910	Energy metabolism	Nitrogen metabolism	1	K00265
map00920	Energy metabolism	Sulfur metabolism	8	K00390,K00640,K00860,K01738,K04091
map00061	Lipid metabolism	Fatty acid biosynthesis	2	K00059,K11263
map00071	Lipid metabolism	Fatty acid degradation	1	K13953
map00100	Lipid metabolism	Steroid biosynthesis	1	K14424
map00140	Lipid metabolism	Steroid hormone biosynthesis	1	K01822
map00561	Lipid metabolism	Glycerolipid metabolism	3	K01046,K13677,K19002
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	3	K00507
map00230	Nucleotide metabolism	Purine metabolism	7	K00860,K01939,K01951
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	12	K00265,K00820,K01939,K01953
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	5	K00058,K00600,K02437,K15634
map00270	Amino acid metabolism	Cysteine and methionine metabolism	36	K00058,K00558,K00640,K00789,K01243,K01738,K17398
map00280	Amino acid metabolism	"Valine, leucine and isoleucine degradation"	1	K11263
map00330	Amino acid metabolism	Arginine and proline metabolism	9	K00472
map00350	Amino acid metabolism	Tyrosine metabolism	3	K00422,K13953
map00360	Amino acid metabolism	Phenylalanine metabolism	2	K00285,K02612
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	3	K00014
map00450	Metabolism of other amino acids	Selenocompound metabolism	1	K01874
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	1	K00600
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	1	K00737
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01136
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	17	K00979,K02843,K03269,K03272,K03274,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	1	K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	2	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	2	K03148
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	14	K00952,K03462,K13522
map00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	2	K00859,K01598
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	2	K00059,K02169
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	23	K00287,K01495,K01737,K03639,K06920,K08310,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	7	K00287,K00600
map00830	Metabolism of cofactors and vitamins	Retinol metabolism	1	K13953
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	21	K00231,K09882,K09883,K21480,K22226,K22227,K22316
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	4	K00568,K03183
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	12	K00973,K01710,K01790,K13317,K23144
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	2	K01710
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	2	K00422
map00311	Biosynthesis of other secondary metabolites	Penicillin and cephalosporin biosynthesis	1	K19200
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	12	K00973,K01710,K01790,K01858,K23144
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	10	K00973,K01710,K23144
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	2	K02078
map00625	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1	K13953
map00626	Xenobiotics biodegradation and metabolism	Naphthalene degradation	1	K13953
map00984	Xenobiotics biodegradation and metabolism	Steroid degradation	1	K01822
map00980	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	1	K13953
map00982	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	1	K13953
map00983	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	1	K01951
map04122	"Folding, sorting and degradation"	Sulfur relay system	8	K03148,K03639,K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	2	K00001,K15634
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	12	K00008,K00012
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	25	K00008,K01628,K01711,K01729,K02377,K16011,K19355
map00052	Carbohydrate metabolism	Galactose metabolism	12	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	8	K00012
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	49	K00012,K01233,K01711,K01784,K01854,K02377,K02473,K08678,K08679,K12450,K12452,K13010,K13015,K16011
map00620	Carbohydrate metabolism	Pyruvate metabolism	4	K01006,K04073
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	4	K00600,K01637,K01915,K02437
map00640	Carbohydrate metabolism	Propanoate metabolism	1	K11381
map00650	Carbohydrate metabolism	Butanoate metabolism	5	K01652,K04073
map00660	Carbohydrate metabolism	C5-Branched dibasic acid metabolism	3	K01652
map00562	Carbohydrate metabolism	Inositol phosphate metabolism	1	K01858
map00196	Energy metabolism	Photosynthesis - antenna proteins	1	K02284
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	2	K01006
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	3	K01006,K01491
map00680	Energy metabolism	Methane metabolism	3	K00058,K00600,K15634
map00910	Energy metabolism	Nitrogen metabolism	2	K00265,K01915
map00920	Energy metabolism	Sulfur metabolism	9	K00390,K00860,K01738
map00061	Lipid metabolism	Fatty acid biosynthesis	1	K00059
map00071	Lipid metabolism	Fatty acid degradation	1	K00001
map00100	Lipid metabolism	Steroid biosynthesis	1	K14424
map00140	Lipid metabolism	Steroid hormone biosynthesis	1	K01822
map00561	Lipid metabolism	Glycerolipid metabolism	3	K01046,K13677,K19002
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	2	K00507
map00230	Nucleotide metabolism	Purine metabolism	15	K00860,K01756,K01939,K01951,K11175
map00240	Nucleotide metabolism	Pyrimidine metabolism	2	K16066
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	16	K00265,K00812,K01756,K01915,K01939,K01953
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	7	K00058,K00600,K00613,K02437,K15634,K16066
map00270	Amino acid metabolism	Cysteine and methionine metabolism	42	K00058,K00558,K00789,K00797,K00812,K01243,K01738,K17398
map00280	Amino acid metabolism	"Valine, leucine and isoleucine degradation"	1	K11381
map00290	Amino acid metabolism	"Valine, leucine and isoleucine biosynthesis"	3	K01652
map00220	Amino acid metabolism	Arginine biosynthesis	2	K00812,K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	14	K00472,K00613,K00797,K00812
map00350	Amino acid metabolism	Tyrosine metabolism	4	K00001,K00422,K00812
map00360	Amino acid metabolism	Phenylalanine metabolism	9	K00285,K00812,K01666,K01912,K02612,K04073
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	4	K00014,K00812
map00410	Metabolism of other amino acids	beta-Alanine metabolism	2	K00797
map00450	Metabolism of other amino acids	Selenocompound metabolism	1	K01874
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	1	K00600
map00480	Metabolism of other amino acids	Glutathione metabolism	4	K00797,K01270
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	1	K00737
map00531	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	1	K01136
map00601	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - lacto and neolacto series	1	K00709
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	22	K00979,K02843,K03269,K03272,K03273,K03274,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	2	K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	1	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	2	K03148
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	2	K09474,K11753
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	22	K03462,K06211,K13522
map00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	4	K00954,K01652
map00780	Metabolism of cofactors and vitamins	Biotin metabolism	2	K00059,K02169
map00790	Metabolism of cofactors and vitamins	Folate biosynthesis	29	K00287,K01495,K01737,K03639,K06879,K06920,K08310,K10026
map00670	Metabolism of cofactors and vitamins	One carbon pool by folate	10	K00287,K00600,K01491,K11175
map00830	Metabolism of cofactors and vitamins	Retinol metabolism	1	K00001
map00860	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism	13	K09882,K21480,K22226,K22227
map00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	4	K00568,K03183
map00523	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	10	K00067,K01710,K01790,K23144
map01055	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics	4	K01710
map00950	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis	3	K00422,K00812
map00960	Biosynthesis of other secondary metabolites	"Tropane, piperidine and pyridine alkaloid biosynthesis"	1	K00812
map00521	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	11	K00067,K01710,K01790,K01858,K23144
map00525	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	7	K01710,K23144
map00401	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis	1	K00812
map00333	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1	K00059
map00998	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - other antibiotics	2	K02078
map00362	Xenobiotics biodegradation and metabolism	Benzoate degradation	4	K01666,K04073
map00625	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation	1	K00001
map00622	Xenobiotics biodegradation and metabolism	Xylene degradation	4	K01666,K04073
map00621	Xenobiotics biodegradation and metabolism	Dioxin degradation	4	K01666,K04073
map00626	Xenobiotics biodegradation and metabolism	Naphthalene degradation	1	K00001
map00984	Xenobiotics biodegradation and metabolism	Steroid degradation	1	K01822
map00980	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450	1	K00001
map00982	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450	1	K00001
map00983	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	1	K01951
map04122	"Folding, sorting and degradation"	Sulfur relay system	8	K03148,K03639,K21029,K21140
KEGG Entry	Metabolism	Pathway	Total AMGs	Present AMG KOs
map00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	1	K15634
map00020	Carbohydrate metabolism	Citrate cycle (TCA cycle)	2	K00116
map00030	Carbohydrate metabolism	Pentose phosphate pathway	3	K00615,K01808,K07404
map00040	Carbohydrate metabolism	Pentose and glucuronate interconversions	15	K00008,K00012
map00051	Carbohydrate metabolism	Fructose and mannose metabolism	24	K00008,K01218,K01628,K01711,K01808,K02377,K16011
map00052	Carbohydrate metabolism	Galactose metabolism	19	K01784,K01854
map00053	Carbohydrate metabolism	Ascorbate and aldarate metabolism	12	K00012
map00500	Carbohydrate metabolism	Starch and sucrose metabolism	1	K19668
map00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	55	K00012,K00820,K01183,K01711,K01784,K01854,K02377,K02473,K08678,K12454,K13010,K16011
map00620	Carbohydrate metabolism	Pyruvate metabolism	2	K00116
map00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	8	K00600,K01637,K01915,K02437
map00640	Carbohydrate metabolism	Propanoate metabolism	1	K01734
map00562	Carbohydrate metabolism	Inositol phosphate metabolism	1	K01858
map00196	Energy metabolism	Photosynthesis - antenna proteins	1	K02284
map00710	Energy metabolism	Carbon fixation in photosynthetic organisms	2	K00615,K01808
map00720	Energy metabolism	Carbon fixation pathways in prokaryotes	2	K01491
map00680	Energy metabolism	Methane metabolism	5	K00600,K15634
map00910	Energy metabolism	Nitrogen metabolism	2	K01915,K02305
map00920	Energy metabolism	Sulfur metabolism	14	K00390,K00860,K04091
map00061	Lipid metabolism	Fatty acid biosynthesis	1	K00059
map00140	Lipid metabolism	Steroid hormone biosynthesis	1	K01822
map00561	Lipid metabolism	Glycerolipid metabolism	5	K01046,K19002
map00600	Lipid metabolism	Sphingolipid metabolism	1	K01117
map01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids	3	K00507
map00230	Nucleotide metabolism	Purine metabolism	21	K00860,K01923,K01939,K01951,K11175
map00250	Amino acid metabolism	"Alanine, aspartate and glutamate metabolism"	16	K00820,K01915,K01939,K01953
map00260	Amino acid metabolism	"Glycine, serine and threonine metabolism"	8	K00600,K00613,K02437,K15634
map00270	Amino acid metabolism	Cysteine and methionine metabolism	31	K00558,K00789,K01243,K17398
map00220	Amino acid metabolism	Arginine biosynthesis	1	K01915
map00330	Amino acid metabolism	Arginine and proline metabolism	21	K00472,K00613,K12251
map00350	Amino acid metabolism	Tyrosine metabolism	2	K00422
map00360	Amino acid metabolism	Phenylalanine metabolism	2	K00285,K02612
map00400	Amino acid metabolism	"Phenylalanine, tyrosine and tryptophan biosynthesis"	2	K00014
map00450	Metabolism of other amino acids	Selenocompound metabolism	1	K01874
map00460	Metabolism of other amino acids	Cyanoamino acid metabolism	4	K00600
map00510	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	1	K00721
map00601	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - lacto and neolacto series	1	K00709
map00540	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	39	K00979,K01627,K02843,K02849,K03269,K03272,K03273,K03274,K21344
map00550	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	1	K07260
map00572	Glycan biosynthesis and metabolism	Arabinogalactan biosynthesis - Mycobacterium	2	K16870
map00730	Metabolism of cofactors and vitamins	Thiamine metabolism	1	K03148
map00740	Metabolism of cofactors and vitamins	Riboflavin metabolism	1	K09474
map00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	21	K00952,K03462,K06211,K13522
